quest_id,sequence,level,stage_name,difficulty,kind,concept,title,summary,prompt,xp,uses_gtkada
ADA-0280,280,23,Control Flow and Subprograms,Foundation,Senior Review,Functions,Senior Review: Functions,"Senior Review practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Perform a senior-level review of an implementation using Functions. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on return types, expression functions, purity expectations, and query design.",198,False
ADA-0281,281,24,Control Flow and Subprograms,Foundation,Recall,Parameter modes,Recall: Parameter modes,"Recall practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Define Parameter modes without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on in, out, in out, copy-back implications, and API intent.",90,False
ADA-0282,282,24,Control Flow and Subprograms,Foundation,Explain,Parameter modes,Explain: Parameter modes,"Explain practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Explain Parameter modes to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on in, out, in out, copy-back implications, and API intent.",102,False
ADA-0283,283,24,Control Flow and Subprograms,Foundation,Read,Parameter modes,Read: Parameter modes,"Read practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Create or locate a minimal compiling Ada example that demonstrates Parameter modes. Annotate every line related to the concept and explain how the compiler enforces in, out, in out, copy-back implications, and API intent.",114,False
ADA-0284,284,24,Control Flow and Subprograms,Foundation,Predict,Parameter modes,Predict: Parameter modes,"Predict practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Write a small Ada program involving Parameter modes. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on in, out, in out, copy-back implications, and API intent.",126,False
ADA-0285,285,24,Control Flow and Subprograms,Foundation,Repair,Parameter modes,Repair: Parameter modes,"Repair practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Start with a minimal working example of Parameter modes, introduce one realistic defect involving in, out, in out, copy-back implications, and API intent, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0286,286,24,Control Flow and Subprograms,Foundation,Write,Parameter modes,Write: Parameter modes,"Write practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","From an empty Alire binary crate, implement a focused example of Parameter modes. Use domain names from avionics, simulation, or game tooling and make in, out, in out, copy-back implications, and API intent visible in the design.",150,False
ADA-0287,287,24,Control Flow and Subprograms,Foundation,Test,Parameter modes,Test: Parameter modes,"Test practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Add tests for a package that uses Parameter modes. Include a normal case, a boundary case, and a failure or misuse case related to in, out, in out, copy-back implications, and API intent.",162,False
ADA-0288,288,24,Control Flow and Subprograms,Foundation,Refactor,Parameter modes,Refactor: Parameter modes,"Refactor practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Take a working but weak Ada solution involving Parameter modes and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves in, out, in out, copy-back implications, and API intent.",174,False
ADA-0289,289,24,Control Flow and Subprograms,Foundation,Design,Parameter modes,Design: Parameter modes,"Design practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Design a production-quality package or subsystem that depends on Parameter modes. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize in, out, in out, copy-back implications, and API intent.",186,False
ADA-0290,290,24,Control Flow and Subprograms,Foundation,Senior Review,Parameter modes,Senior Review: Parameter modes,"Senior Review practice for Parameter modes, emphasizing in, out, in out, copy-back implications, and API intent.","Perform a senior-level review of an implementation using Parameter modes. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on in, out, in out, copy-back implications, and API intent.",198,False
